Z,,Master plan,PRODSECTOR,AREATYPE,AREATYPE2,UPC_PRECIN,PRECINCT_,HH,POP_NONLAB,WORKER,STUDENT,LABOURER,POP_TOT,HOTELROOMS,RES_GFA,RETAIL_GFA,OFFICE_GFA,L_IND_GFA,M_IND_GFA,H_IND_GFA,SCHOOL_GFA,MED_GFA,OTHER_GFA,CONS_SITE,RETGEN_PRO,RETMAL_PRO,MEDCLI_PRO,MEDHOS_PRO,NONTER_PRO,TER_PRO,SCHPLCS_NT,SCHPLCS_TE,SCHPLCS_PR,SCHPLCS_SE,SECT_DST,SECT_FRT,SECT_EXT,SECT_REP,SECT_REPMS,METRO_AREA,SHAPEAREA,CENTROIDX,CENTROIDY,PARK_SEC,URBAN_RURA,LAB_CON_P,LAB_OTH_P,LAB_IND_P,IND_AREA,PROP_INT_L,PROP_INT_W,PROP_INT_O,SECT_BAL,SECT_INT,REG,TOD_A,TOD_P,HGV_PERMIT,ADSICDIST,DISTNAME,TMP,UDM_DIST,MP_ProjectID
2533,,,3,5,2,48,AAM_Western Fringe (North),4918,41693,22928,9169,1107,42800,0,10820382,39264,2000,0,0,0,181449,39677,49148,0,100,0,100,0,100,0,23667,0,30,23637,3,2,0,8,2,0,16,350961,2682418,100,2,40,40,20,0,100,100,100,43,43,10,0,0,2,65,AL AAMERAH,0,0,0
2534,,,3,3,7,43,AAM_Outer (Central South),1,6,3,1,0,6,0,520,53,0,0,0,0,2052,0,0,0,100,0,100,0,0,100,0,424,0,0,3,2,0,8,2,0,0,364851,2674847,100,2,40,40,20,0,0,0,0,0,0,2,0,0,2,30,AL AGABIYAA,0,0,0
2535,,,4,3,2,50,AAM_Northern Region,0,0,0,0,165,165,0,0,0,0,0,0,0,0,0,18725,0,100,0,100,0,100,0,0,0,0,0,4,2,0,7,2,0,111,315029,2715175,100,1,40,40,20,0,100,100,100,26,26,10,0,0,2,52,AL AJBAN,0,0,0
2536,,,4,2,6,61,Al Dhafrah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,5,3,0,9,3,0,28,-7887,2685815,100,1,40,40,20,0,100,100,100,4,4,9,0,0,3,3121,AL DHAFRA ISLANDS,0,0,0
2537,,,4,2,3,61,Al Dhafrah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,5,3,0,9,3,0,361,126364,2633734,100,1,40,40,20,0,100,100,100,18,18,6,0,0,3,3110,AL DHAFRA REGION,0,0,0
2538,,,4,2,3,61,Al Dhafrah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,5,3,0,9,3,0,208,222624,2606004,100,1,40,40,20,0,50,50,50,39,39,6,0,0,3,3110,AL DHAFRA REGION,0,0,0
2539,,,4,3,3,61,Al Dhafrah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,5,3,0,9,3,0,3,42096,2665225,100,1,40,40,20,4,100,100,100,4,4,8,0,0,3,315,AL HAMRA,0,0,0
2540,,,4,2,3,61,Al Dhafrah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,5,3,0,9,3,0,73,194591,2634002,100,1,40,40,20,0,50,50,50,39,39,6,0,0,3,3110,AL DHAFRA REGION,0,0,0
2541,,,4,2,6,61,Al Dhafrah,0,0,0,0,1688,1688,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,5,3,0,9,3,0,115,172593,2644245,100,1,40,40,20,0,50,50,50,39,39,6,0,0,3,3110,AL DHAFRA REGION,0,0,0
2542,,,4,3,3,57,Al Marfa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,5,3,0,9,3,0,8,127137,2662678,100,1,40,40,20,0,100,100,100,20,20,7,0,0,3,38,AL MARFA,0,0,0
2543,,,4,2,3,61,Al Dhafrah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,5,3,0,9,3,0,35,161938,2655254,100,1,40,40,20,0,100,100,100,19,19,7,0,0,3,3110,AL DHAFRA REGION,0,0,0
2544,,,4,2,3,61,Al Dhafrah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,5,3,0,9,3,0,356,128778,2647716,100,1,40,40,20,0,100,100,100,20,20,7,0,0,3,3110,AL DHAFRA REGION,0,0,0
2545,,,4,2,3,61,Al Dhafrah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,5,3,0,9,3,0,25,162802,2648371,100,1,40,40,20,0,100,100,100,20,20,7,0,0,3,3110,AL DHAFRA REGION,0,0,0
2546,,,4,2,3,61,Al Dhafrah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,5,3,0,9,3,0,100,188207,2636380,100,1,40,40,20,0,50,50,50,39,39,6,0,0,3,3110,AL DHAFRA REGION,0,0,0
2547,,,4,2,3,61,Al Dhafrah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,100,0,100,0,100,0,0,0,0,0,5,3,0,9,3,0,65,152802,2659719,100,1,40,40,20,0,100,100,100,20,20,7,0,0,3,3110,AL DHAFRA REGION,0,0,0
2548,,,4,2,3,55,Liwa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,5,3,0,9,3,0,78,209912,2591888,100,1,40,40,20,0,50,50,50,39,39,6,0,0,3,35,LIWA,0,0,0
2549,,,4,10,9,49,AAM_Western Fringe (South),23,136,75,30,17,153,0,16993,153,0,0,0,0,472,475,15172,0,100,0,100,0,100,0,14,0,6,8,4,2,0,7,2,0,5,359222,2656430,100,1,40,40,20,0,100,100,100,9,9,4,0,0,2,85,AL DHAHRA,0,0,0
2550,,,4,3,9,49,AAM_Western Fringe (South),11,64,35,14,15,79,0,4463,0,0,0,0,283,0,0,12777,0,100,0,100,0,100,0,0,0,0,0,4,2,0,7,2,0,7,349906,2651449,100,1,40,40,20,0,100,100,100,9,9,4,0,0,2,85,AL DHAHRA,0,0,0
2551,,,4,3,9,49,AAM_Western Fringe (South),25,147,81,32,55,202,0,10242,0,0,0,0,649,0,0,53662,0,100,0,100,0,100,0,0,0,0,0,4,2,0,7,2,0,26,342782,2649861,100,1,40,40,20,0,100,100,100,9,9,4,0,0,2,85,AL DHAHRA,0,0,0
2552,,,4,3,9,49,AAM_Western Fringe (South),1469,8540,4698,1881,15,8555,0,732828,3170,0,0,0,0,33038,20584,39083,0,100,0,100,0,100,0,1106,0,555,551,4,2,0,7,2,0,4,355366,2655635,100,1,40,40,20,0,100,100,100,9,9,4,0,0,2,85,AL DHAHRA,0,0,0
2553,,,4,2,3,61,Al Dhafrah,0,0,0,0,0,0,0,0,0,1033,0,0,0,0,0,1814,0,100,0,100,0,100,0,0,0,0,0,5,3,0,9,3,0,20,238111,2617694,100,1,40,40,20,0,50,50,50,39,39,6,0,0,3,325,AL FADHIYAH,0,0,0
2554,ADM,MP,2,8,11,4,Al Falah,0,0,0,0,0,0,0,0,0,29945,63095,0,0,0,0,198,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,1,267267,2705400,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,31,AL FALAH,0,AL FALAH,6034.0
2555,ADM,MP,2,8,11,4,Al Falah,0,0,0,0,0,0,0,0,20557,10370,21851,0,0,0,0,69,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,1,265890,2704180,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,31,AL FALAH,0,AL FALAH,6034.1
2556,ADM,MP,2,8,11,4,Al Falah,0,0,0,0,0,0,0,0,58540,8935,18826,0,0,0,0,59,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,265972,2703419,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,31,AL FALAH,0,AL FALAH,6034.1
2557,ADM,MP,2,8,11,4,Al Falah,0,0,0,0,0,0,0,0,0,14639,30844,0,0,0,0,97,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,1,267493,2703570,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,31,AL FALAH,0,AL FALAH,6034.0
2558,ADM,MP,2,8,11,4,Al Falah,0,0,0,0,0,0,0,0,0,18700,39401,0,0,0,0,124,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,1,267399,2704320,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,31,AL FALAH,0,AL FALAH,6034.0
2559,ADM,NMP,2,8,11,4,Al Falah,0,0,0,0,0,0,0,0,0,16717,35224,0,0,0,0,111,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,1,265768,2705212,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,31,AL FALAH,0,AL FALAH,0
2560,ADM,MP,2,8,11,4,Al Falah,0,0,0,0,0,0,0,0,0,9521,20060,0,0,0,0,63,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,266621,2703466,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,31,AL FALAH,0,AL FALAH,6034.0
2561,ADM,MP,2,8,11,4,Al Falah,0,0,0,0,0,0,0,0,0,17347,36551,0,0,0,0,115,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,1,266401,2705283,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,31,AL FALAH,0,AL FALAH,6034.0
2562,ADM,MP,2,8,11,4,Al Falah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,265724,2706332,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,31,AL FALAH,0,AL FALAH,2874.0
2563,ADM,NMP,2,8,11,4,Al Falah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,266194,2707102,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,31,AL FALAH,0,AL FALAH,0
2564,ADM,MP,2,7,11,4,Al Falah,400,2141,1072,668,0,2141,0,124574,2392,0,0,0,0,429,0,324,0,100,0,100,0,100,0,87,0,24,63,2,1,0,5,1,1,1,270090,2705865,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,31,AL FALAH,0,AL FALAH,1116.1
2565,ADM,MP,2,7,11,4,Al Falah,475,2540,1271,793,0,2540,0,162529,2544,0,0,0,0,35804,0,310,0,100,0,100,0,100,0,1018,0,491,527,2,1,0,5,1,1,1,269110,2705381,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,31,AL FALAH,0,AL FALAH,1116.1
2566,ADM,MP,2,7,11,4,Al Falah,340,1820,911,568,0,1820,0,115320,1785,0,0,0,0,320,0,14,0,100,0,100,0,100,0,65,0,18,47,2,1,0,5,1,1,1,269445,2705956,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,31,AL FALAH,0,AL FALAH,1116.1
2567,ADM,MP,2,7,11,4,Al Falah,538,2878,1440,898,0,2878,0,153743,3331,0,0,0,0,597,0,332,0,100,0,100,0,100,0,121,0,33,88,2,1,0,5,1,1,1,270332,2705260,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,31,AL FALAH,0,AL FALAH,1116.1
2568,ADM,MP,2,10,11,4,Al Falah,184,985,493,307,0,985,0,47063,983,0,0,0,0,176,0,32721,0,100,0,100,0,100,0,36,0,10,26,2,1,0,5,1,1,1,269872,2704786,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,31,AL FALAH,0,AL FALAH,1116.1
2569,ADM,NMP,2,7,7,29,Al Shamkha,1567,8813,3820,2461,0,8813,0,132126,311,0,0,0,0,7786,83,4239,0,100,0,100,0,100,0,499,0,264,235,2,1,0,5,1,1,2,269075,2702781,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,31,AL FALAH,0,AL FALAH,0
2570,ADM,NMP,2,10,11,4,Al Falah,312,1670,836,521,0,1670,0,302774,0,0,216956,0,0,403,9375,20,0,100,0,100,0,100,0,203,0,56,147,2,1,0,5,1,1,1,265055,2705119,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,31,AL FALAH,0,AL FALAH,0
2571,ADM,MP,2,8,11,4,Al Falah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,267142,2706741,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,31,AL FALAH,0,AL FALAH,2874.1
2572,ADM,NMP,2,8,11,4,Al Falah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,267071,2707076,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,31,AL FALAH,0,AL FALAH,0
2573,,,4,2,2,50,AAM_Northern Region,297,1737,955,388,5,1742,0,29141,1287,663,0,0,0,22886,9756,15468,0,100,0,100,0,100,0,313,0,192,121,4,2,0,7,2,0,1,360508,2733925,100,1,40,40,20,0,100,100,100,36,36,3,0,0,2,53,AL FAQA'A,0,0,0
2574,,,3,7,9,38,AAM_Inner (North),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3057,0,100,0,100,0,100,0,318,0,139,179,3,2,0,8,2,0,2,380461,2690562,100,2,40,40,20,0,0,0,0,0,0,2,0,0,2,1,AL FOAH,0,0,0
2575,,,3,7,9,38,AAM_Inner (North),290,2231,1227,489,0,2231,0,319744,2640,0,0,0,0,8656,780,4227,0,100,0,100,0,100,0,0,0,0,0,3,2,0,8,2,0,1,381411,2692985,100,2,40,40,20,0,0,0,0,0,0,2,0,0,2,1,AL FOAH,0,0,0
2576,,,3,7,9,38,AAM_Inner (North),260,1999,1099,438,0,1999,0,286489,2365,0,0,0,0,7755,699,3788,0,100,0,100,0,100,0,0,0,0,0,3,2,0,8,2,0,0,380208,2692694,100,2,40,40,20,0,0,0,0,0,0,2,0,0,2,1,AL FOAH,0,0,0
2577,,,3,7,9,38,AAM_Inner (North),242,1865,1025,408,0,1865,0,267251,2206,0,0,0,0,7235,652,3533,0,100,0,100,0,100,0,0,0,0,0,3,2,0,8,2,0,0,380777,2692827,100,2,40,40,20,0,0,0,0,0,0,2,0,0,2,1,AL FOAH,0,0,0
2578,,,3,7,9,38,AAM_Inner (North),0,0,0,0,0,0,0,0,322,0,4641,0,0,0,0,25779,0,100,0,100,0,100,0,936,0,410,526,3,2,0,8,2,0,1,379103,2691857,100,2,40,40,20,0,0,0,0,0,0,2,0,0,2,1,AL FOAH,0,0,0
2579,,,3,7,9,38,AAM_Inner (North),97,750,412,164,0,750,0,110022,907,0,0,0,0,2976,268,1453,0,100,0,100,0,100,0,0,0,0,0,3,2,0,8,2,0,0,379614,2692647,100,2,40,40,20,0,0,0,0,0,0,2,0,0,2,1,AL FOAH,0,0,0
2580,,,3,7,9,38,AAM_Inner (North),106,820,451,180,0,820,0,115138,2611,0,0,0,0,3119,281,1524,0,100,0,100,0,100,0,0,0,0,0,3,2,0,8,2,0,0,380393,2692009,100,2,40,40,20,0,0,0,0,0,0,2,0,0,2,1,AL FOAH,0,0,0
2581,,,3,8,9,38,AAM_Inner (North),102,783,431,171,0,783,0,110006,2495,0,0,0,0,2980,269,1456,0,100,0,100,0,100,0,96,0,42,54,3,2,0,8,2,0,0,381496,2692308,100,2,40,40,20,0,0,0,0,0,0,2,0,0,2,1,AL FOAH,0,0,0
2582,,,3,7,9,38,AAM_Inner (North),107,823,453,180,0,823,0,115570,2621,0,0,0,0,3131,282,1529,0,100,0,100,0,100,0,73,0,32,41,3,2,0,8,2,0,0,380954,2692153,100,2,40,40,20,0,0,0,0,0,0,2,0,0,2,1,AL FOAH,0,0,0
2583,,,3,7,9,38,AAM_Inner (North),144,1111,611,243,0,1111,0,156071,3539,0,0,0,0,4228,381,2065,0,100,0,100,0,100,0,0,0,0,0,3,2,0,8,2,0,0,379772,2691643,100,2,40,40,20,0,0,0,0,0,0,2,0,0,2,1,AL FOAH,0,0,0
2584,ADM,MP,2,3,2,1,Abu Dhabi,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,100,0,100,0,100,0,3,0,1,2,8,1,0,6,1,0,12,272976,2688390,100,1,80,5,15,0,0,0,0,0,0,1,0,0,1,380,AL HAFFAR,0,AL HAFFAR,Al Haffar
2585,ADM,NMP,2,7,6,28,Saadiyat Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,4,255869,2729936,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,33,AL HAIL ISLAND,0,AL HEEL ISLAND,0
2586,,,4,3,3,61,Al Dhafrah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,5,3,0,9,3,0,7,38863,2664118,100,1,40,40,20,4,100,100,100,4,4,8,0,0,3,315,AL HAMRA,0,0,0
2587,,,4,3,3,61,Al Dhafrah,0,0,0,0,0,0,0,0,0,56140,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,5,3,0,9,3,0,35,31593,2665964,100,1,40,40,20,0,20,20,20,42,42,9,0,0,3,315,AL HAMRA,0,0,0
2588,,,4,3,3,61,Al Dhafrah,0,0,0,0,0,0,0,0,0,3137,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,5,3,0,9,3,0,28,32025,2662884,100,1,40,40,20,0,20,20,20,42,42,9,0,0,3,315,AL HAMRA,0,0,0
2589,,,4,3,3,61,Al Dhafrah,0,0,0,0,0,0,0,0,38271,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,5,3,0,9,3,0,2,35349,2664902,100,1,40,40,20,0,20,20,20,42,42,9,0,0,3,315,AL HAMRA,0,0,0
2590,ADM,NMP,2,10,6,27,New Port City,14,98,43,19,5684,5782,29,2103,0,0,0,22622,0,0,0,1025,0,100,0,100,0,100,0,0,0,0,0,7,5,0,5,1,1,22,259595,2736432,100,1,0,0,100,1,100,100,100,1,1,1,0,0,5,73,AL HANJURAH,0,AL HANYOURAH,0
2591,,,4,3,2,50,AAM_Northern Region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,4,2,0,7,2,0,0,375369,2719860,100,1,40,40,20,0,100,100,100,36,36,3,0,0,2,55,AL HAYER,0,0,0
2592,,,4,2,2,50,AAM_Northern Region,17,91,50,20,0,91,0,1830,281,570,0,0,0,0,0,4323,0,100,0,100,0,100,0,0,0,0,0,4,2,0,7,2,0,1,372154,2718842,100,1,40,40,20,0,100,100,100,36,36,3,0,0,2,55,AL HAYER,0,0,0
2593,ADM,MP,2,4,8,18,Hudayriat Island,125,937,515,246,0,937,0,88460,500,0,0,0,0,0,0,1992,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,237079,2701399,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,STEAM_v2.1.5_Hudayriat,AL HIDAYRIYYAT,18495.1
2594,ADM,MP,2,4,8,18,Hudayriat Island,129,967,531,254,0,967,0,90654,500,0,0,0,0,0,0,1992,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,235730,2701117,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,STEAM_v2.1.5_Hudayriat,AL HIDAYRIYYAT,18495.1
2595,ADM,MP,2,3,11,18,Hudayriat Island,17,83,39,18,0,83,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,234589,2701435,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,0,AL HIDAYRIYYAT,18495.1
2596,ADM,MP,2,3,11,18,Hudayriat Island,11,53,25,12,0,53,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,234524,2701696,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,0,AL HIDAYRIYYAT,18495.1
2597,ADM,MP,2,6,8,18,Hudayriat Island,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,0,0,0,100,0,100,0,100,0,7677,0,4097,3580,2,1,0,4,1,1,0,234015,2701759,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,STEAM_v2.1.5_Hudayriat,AL HIDAYRIYYAT,18495.1
2598,ADM,MP,2,5,11,18,Hudayriat Island,0,0,0,0,0,0,24,0,2950,1319,0,0,0,2150,0,650,0,100,0,100,0,0,100,0,215,0,0,2,1,0,4,1,1,2,229794,2705275,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,Hudayriyat West,AL HIDAYRIYYAT,18495.2
2599,ADM,MP,2,5,11,18,Hudayriat Island,0,0,0,0,0,0,0,0,2210,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,231188,2702996,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,Hudayriyat West,AL HIDAYRIYYAT,18495.2
2600,ADM,MP,2,5,11,18,Hudayriat Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,231158,2703083,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,Hudayriyat West,AL HIDAYRIYYAT,18495.2
2601,ADM,MP,2,5,11,18,Hudayriat Island,0,0,0,0,0,0,0,0,5500,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,231148,2702888,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,Hudayriyat West,AL HIDAYRIYYAT,18495.2
2602,ADM,MP,2,5,11,18,Hudayriat Island,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,229791,2704151,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,Hudayriyat West,AL HIDAYRIYYAT,18495.2
2603,ADM,MP,2,5,11,18,Hudayriat Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,231128,2704752,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,Hudayriyat West,AL HIDAYRIYYAT,18495.2
2604,ADM,MP,2,5,11,18,Hudayriat Island,0,0,0,0,0,0,0,0,2300,0,0,0,0,0,0,4500,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,1,231332,2703693,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,Hudayriyat West,AL HIDAYRIYYAT,18495.2
2605,ADM,MP,2,3,10,18,Hudayriat Island,442,1378,757,303,0,1378,0,53250,1925,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,233728,2702937,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,STEAM_v2.1.5_Hudayriat,AL HIDAYRIYYAT,18495.1
2606,ADM,MP,2,4,10,18,Hudayriat Island,0,0,0,0,0,0,0,0,24522,0,0,0,0,0,0,0,0,0,100,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,232866,2703305,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,STEAM_v2.1.5_Hudayriat,AL HIDAYRIYYAT,18495.1
2607,ADM,MP,2,3,10,18,Hudayriat Island,1116,3325,1826,731,0,3325,0,102886,464,14141,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,233568,2702758,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,STEAM_v2.1.5_Hudayriat,AL HIDAYRIYYAT,18495.1
2608,ADM,MP,2,8,11,18,Hudayriat Island,121,763,419,200,0,763,0,50182,0,0,0,0,0,0,0,1992,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,232756,2702901,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,STEAM_v2.1.5_Hudayriat,AL HIDAYRIYYAT,18495.1
2609,ADM,MP,2,4,8,18,Hudayriat Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16450,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,233402,2702544,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,STEAM_v2.1.5_Hudayriat,AL HIDAYRIYYAT,18495.1
2610,ADM,MP,2,5,11,18,Hudayriat Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,230257,2704013,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,Hudayriyat West,AL HIDAYRIYYAT,18495.2
2611,ADM,MP,2,5,11,18,Hudayriat Island,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,229930,2704024,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,Hudayriyat West,AL HIDAYRIYYAT,18495.2
2612,ADM,MP,2,5,11,18,Hudayriat Island,0,0,0,0,0,0,0,0,0,2608,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,231290,2702862,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,Hudayriyat West,AL HIDAYRIYYAT,18495.2
2613,ADM,MP,2,5,11,18,Hudayriat Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,1,230017,2704516,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,Hudayriyat West,AL HIDAYRIYYAT,18495.2
2614,ADM,MP,2,5,11,18,Hudayriat Island,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,0,100,0,100,0,0,100,0,1000,0,0,2,1,0,4,1,1,0,232098,2703488,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,Hudayriyat West,AL HIDAYRIYYAT,18495.2
2615,ADM,MP,2,5,11,18,Hudayriat Island,0,0,0,0,0,0,0,0,1211,16119,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,231248,2703176,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,Hudayriyat West,AL HIDAYRIYYAT,18495.2
2616,ADM,MP,2,8,11,18,Hudayriat Island,83,622,342,163,0,622,0,109518,0,0,0,0,0,0,0,5984,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,232555,2702626,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,STEAM_v2.1.5_Hudayriat,AL HIDAYRIYYAT,18495.1
