Z,,Master plan,PRODSECTOR,AREATYPE,AREATYPE2,UPC_PRECIN,PRECINCT_,HH,POP_NONLAB,WORKER,STUDENT,LABOURER,POP_TOT,HOTELROOMS,RES_GFA,RETAIL_GFA,OFFICE_GFA,L_IND_GFA,M_IND_GFA,H_IND_GFA,SCHOOL_GFA,MED_GFA,OTHER_GFA,CONS_SITE,RETGEN_PRO,RETMAL_PRO,MEDCLI_PRO,MEDHOS_PRO,NONTER_PRO,TER_PRO,SCHPLCS_NT,SCHPLCS_TE,SCHPLCS_PR,SCHPLCS_SE,SECT_DST,SECT_FRT,SECT_EXT,SECT_REP,SECT_REPMS,METRO_AREA,SHAPEAREA,CENTROIDX,CENTROIDY,PARK_SEC,URBAN_RURA,LAB_CON_P,LAB_OTH_P,LAB_IND_P,IND_AREA,PROP_INT_L,PROP_INT_W,PROP_INT_O,SECT_BAL,SECT_INT,REG,TOD_A,TOD_P,HGV_PERMIT,ADSICDIST,DISTNAME,TMP,UDM_DIST,MP_ProjectID
1213,ADM,MP,2,4,5,29,Al Shamkha,22,122,53,34,0,122,0,5373,17,0,0,0,0,0,0,196,0,100,0,100,0,100,0,1,0,0,1,2,1,0,5,1,1,0,265559,2700989,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,65,AL SHAMKHA,0,AL SHAMKHAH,17860.0
1214,ADM,MP,2,8,6,29,Al Shamkha,186,1413,777,310,0,1413,0,167400,0,0,0,0,0,0,0,1007,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,268058,2688577,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1215,ADM,MP,2,4,8,29,Al Shamkha,537,2702,1486,594,0,2702,0,170941,2184,0,0,0,0,0,0,1007,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,267479,2688614,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1216,ADM,MP,2,8,6,29,Al Shamkha,58,440,242,96,0,440,0,52200,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,271635,2689335,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1217,ADM,MP,2,8,6,29,Al Shamkha,176,1337,735,294,0,1337,0,158400,415,0,0,0,0,0,0,3239,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,268638,2688510,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1218,ADM,MP,2,9,11,29,Al Shamkha,985,7486,4117,1646,0,7486,0,886500,4809,0,0,0,0,84750,3000,9922,0,100,0,100,0,100,0,3278,0,894,2384,2,1,0,5,1,1,2,275066,2694621,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_North,MADINAT AL RIYAD,Riyadh
1219,ADM,MP,2,8,6,29,Al Shamkha,40,304,167,66,0,304,0,36000,0,0,0,0,0,0,0,1669,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,268044,2687817,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1220,ADM,MP,2,7,5,29,Al Shamkha,21,116,50,32,0,116,0,1326,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,264695,2700550,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,65,AL SHAMKHA,0,AL SHAMKHAH,17860.0
1221,ADM,MP,2,8,6,29,Al Shamkha,131,995,547,219,0,995,0,117900,0,0,0,0,0,31661,0,1007,0,100,0,100,0,100,0,2100,0,0,2100,2,1,0,5,1,1,0,269249,2688529,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1222,ADM,MP,2,4,8,29,Al Shamkha,543,2728,1500,600,0,2728,0,171622,2220,0,0,0,0,0,0,1007,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,266874,2688658,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1223,ADM,MP,2,7,5,29,Al Shamkha,31,173,75,48,0,173,0,1253,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,264235,2700311,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,65,AL SHAMKHA,0,AL SHAMKHAH,17860.0
1224,ADM,MP,2,7,5,29,Al Shamkha,31,173,75,48,0,173,0,2804,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,265000,2700878,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,65,AL SHAMKHA,0,AL SHAMKHAH,17860.0
1225,ADM,MP,2,4,8,29,Al Shamkha,0,0,0,0,0,0,0,0,833,1070,910631,0,0,0,0,17728,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,1,264245,2689866,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1226,ADM,MP,2,8,6,29,Al Shamkha,137,1041,572,229,0,1041,0,123300,494,0,0,0,0,0,0,3239,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,269879,2688521,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1227,ADM,MP,2,8,6,29,Al Shamkha,185,1406,773,309,0,1406,0,166500,0,0,0,0,0,0,0,1007,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,266250,2688698,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1228,ADM,MP,2,8,6,29,Al Shamkha,10,81,44,17,0,81,0,9668,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,264858,2689355,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1229,ADM,MP,2,7,5,29,Al Shamkha,27,154,67,43,0,154,0,1856,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,264669,2700809,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,65,AL SHAMKHA,0,AL SHAMKHAH,17860.0
1230,ADM,MP,2,7,5,29,Al Shamkha,24,135,59,38,0,135,0,666,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,263997,2700439,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,65,AL SHAMKHA,0,AL SHAMKHAH,17860.0
1231,ADM,MP,2,8,6,29,Al Shamkha,133,1010,555,222,0,1010,0,119700,397,0,0,0,0,20696,0,1007,0,100,0,100,0,100,0,2300,0,1150,1150,2,1,0,5,1,1,0,270532,2688486,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1232,ADM,MP,2,7,5,29,Al Shamkha,31,176,76,49,0,176,0,1684,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,264696,2700973,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,65,AL SHAMKHA,0,AL SHAMKHAH,17860.0
1233,ADM,MP,2,4,5,29,Al Shamkha,248,1744,959,383,0,1744,0,189196,5953,17861,0,0,0,0,0,8757,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,271393,2688772,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1234,ADM,MP,2,8,6,29,Al Shamkha,241,1831,1007,402,0,1831,0,216900,397,0,0,0,0,0,0,4246,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,1,265506,2688754,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1235,ADM,MP,2,8,6,29,Al Shamkha,64,486,267,107,0,486,0,57600,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,267997,2688103,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1236,ADM,MP,2,8,6,29,Al Shamkha,120,782,430,172,0,782,0,76490,0,0,0,0,0,0,0,1007,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,267443,2688141,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1237,ADM,MP,2,8,6,29,Al Shamkha,136,1033,568,227,0,1033,0,122400,1710,5132,0,0,0,700,3000,750,0,100,0,100,0,100,0,70,0,70,0,2,1,0,5,1,1,0,268633,2687912,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1238,ADM,MP,2,9,11,29,Al Shamkha,416,3161,1738,695,0,3161,0,374400,1172,0,0,0,0,0,0,3021,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,1,275301,2693215,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_North,MADINAT AL RIYAD,Riyadh
1239,ADM,MP,2,4,5,29,Al Shamkha,71,447,245,98,0,447,0,41283,4018,12054,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,267417,2687840,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1240,ADM,MP,2,8,6,29,Al Shamkha,173,1314,723,289,0,1314,0,155700,0,0,0,0,0,0,0,1007,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,269223,2687928,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1241,ADM,NMP,2,7,5,29,Al Shamkha,34,193,84,54,0,193,0,3230,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,2,264579,2701048,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,65,AL SHAMKHA,0,AL SHAMKHAH,0
1242,ADM,MP,2,4,5,29,Al Shamkha,191,1229,676,270,0,1229,0,117773,4024,12074,0,0,0,0,0,1007,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,266827,2688057,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1243,ADM,MP,2,8,6,29,Al Shamkha,174,1322,727,290,0,1322,0,156600,0,0,0,0,0,0,0,1007,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,269837,2687920,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1244,ADM,MP,2,8,6,29,Al Shamkha,27,205,112,45,0,205,0,24300,0,0,0,0,0,0,0,1600,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,271131,2688284,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1245,ADM,MP,2,8,6,29,Al Shamkha,184,1398,769,307,0,1398,0,165600,263,0,0,0,0,19679,0,3239,0,100,0,100,0,100,0,2300,0,1150,1150,2,1,0,5,1,1,0,264710,2688795,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1246,ADM,MP,2,8,6,29,Al Shamkha,161,1223,672,269,0,1223,0,144900,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,266195,2688098,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1247,ADM,MP,2,9,11,29,Al Shamkha,1068,8116,4464,1785,0,8116,0,961200,4195,0,0,0,0,1717,6000,12599,0,100,0,100,0,100,0,102,0,102,0,2,1,0,5,1,1,3,275148,2691888,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_North,MADINAT AL RIYAD,Riyadh
1248,ADM,NMP,2,8,5,29,Al Shamkha,231,1301,564,363,0,1301,0,138227,0,0,0,0,0,0,0,489,0,100,0,100,0,100,0,228,0,113,115,2,1,0,5,1,1,3,272131,2701683,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,65,AL SHAMKHA,0,AL SHAMKHAH,0
1249,ADM,MP,2,8,6,29,Al Shamkha,130,988,543,217,0,988,0,117000,1797,5391,0,0,0,700,3000,750,0,100,0,100,0,100,0,70,0,70,0,2,1,0,5,1,1,0,270407,2687917,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1250,ADM,MP,2,8,6,29,Al Shamkha,173,1314,723,289,0,1314,0,155700,0,0,0,0,0,0,3000,3049,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,265513,2688143,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1251,ADM,MP,2,4,8,29,Al Shamkha,0,0,0,0,0,0,0,0,0,0,328857,0,0,0,0,10000,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,1,263393,2689217,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1252,ADM,MP,2,4,5,29,Al Shamkha,167,951,523,209,0,951,0,72077,0,0,0,0,0,0,0,1007,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,267450,2687397,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1253,ADM,MP,2,9,11,29,Al Shamkha,191,1451,798,319,0,1451,0,171900,4263,0,0,0,0,50382,3000,3989,0,100,0,100,0,100,0,1737,0,894,843,2,1,0,5,1,1,1,275772,2692710,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_North,MADINAT AL RIYAD,Riyadh
1254,ADM,MP,2,8,6,29,Al Shamkha,26,197,108,43,0,197,0,23400,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,267931,2687386,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1255,ADM,MP,2,8,6,29,Al Shamkha,130,988,543,217,0,988,0,117000,4236,12708,0,0,0,0,0,1007,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,268608,2687350,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1256,ADM,MP,2,4,8,29,Al Shamkha,0,0,0,0,0,0,0,0,2618,7854,0,0,0,19748,0,9739,0,100,0,100,0,100,0,1850,0,1850,0,2,1,0,5,1,1,0,267001,2687510,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1257,ADM,MP,2,8,6,29,Al Shamkha,133,1010,555,222,0,1010,0,119700,0,0,0,0,0,22922,0,0,0,100,0,100,0,100,0,2300,0,1150,1150,2,1,0,5,1,1,0,269174,2687298,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1258,ADM,MP,2,8,11,4,Al Falah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,3,265345,2702299,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,31,AL FALAH,0,AL FALAH,6034.0
1259,ADM,MP,2,8,6,29,Al Shamkha,194,1474,810,324,0,1474,0,174600,444,0,0,0,0,0,0,4246,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,1,270943,2687658,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1260,ADM,MP,2,8,6,29,Al Shamkha,104,790,434,173,0,790,0,93600,12599,37797,0,0,0,26031,0,1007,0,100,0,100,0,100,0,2100,0,0,2100,2,1,0,5,1,1,1,264716,2688201,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1261,ADM,MP,2,8,6,29,Al Shamkha,155,1178,647,259,0,1178,0,139500,795,0,0,0,0,0,0,2014,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,269765,2687294,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1262,ADM,MP,2,8,6,29,Al Shamkha,169,1284,706,282,0,1284,0,152100,0,0,0,0,0,0,0,1007,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,266157,2687519,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1263,ADM,NMP,2,7,7,29,Al Shamkha,2483,13971,6056,3902,0,13971,0,213605,577,514,0,0,0,8894,135,4789,0,100,0,100,0,100,0,478,0,361,117,2,1,0,5,1,1,5,271721,2703079,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,31,AL FALAH,0,AL FALAH,0
1264,ADM,MP,2,4,5,29,Al Shamkha,169,976,537,214,0,976,0,76371,0,0,0,0,0,0,0,11017,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,266677,2687425,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1265,ADM,MP,2,8,6,29,Al Shamkha,158,1200,660,264,0,1200,0,142200,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,270421,2687160,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1266,ADM,MP,2,8,6,29,Al Shamkha,235,1786,982,392,0,1786,0,211500,6844,19339,0,0,0,0,0,4246,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,1,265425,2687543,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1267,ADM,MP,2,8,6,29,Al Shamkha,168,1276,702,280,0,1276,0,151200,0,0,0,0,0,0,0,1007,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,0,263911,2688236,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1268,ADM,MP,2,8,6,1,Abu Dhabi,111,821,359,180,0,821,0,99900,0,0,0,0,0,0,0,1141,0,100,0,100,0,100,0,0,0,0,0,8,1,0,6,1,0,0,266826,2686861,100,1,80,5,15,0,0,0,0,0,0,1,0,0,1,54,AL NAHDA,Al Nahda Village,AL NAHDAH,26626.0
1269,ADM,MP,2,8,6,29,Al Shamkha,124,944,519,207,0,944,0,111831,3490,9279,0,0,0,0,0,8439,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,2,264022,2688151,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1240,MADINAT AL RIYAD,STEAM_v2.2.0_Riyadh_South,MADINAT AL RIYAD,Riyadh
1270,ADM,NMP,2,4,2,13,Baniyas,446,3301,1610,770,2003,5304,0,191761,0,0,0,0,0,284,0,1982,0,100,0,100,0,100,0,23,0,10,13,8,1,0,5,1,1,1,265757,2686933,100,1,80,5,15,0,0,0,0,0,0,1,0,0,1,75,AL WATHBA,STEAM_v2.2.0_AlWathba,AL NAHDAH,0
1271,ADM,NMP,2,4,7,13,Baniyas,362,2002,918,530,0,2002,0,0,0,1700,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,5,1,1,1,262946,2688411,34,2,40,40,20,0,0,0,0,0,0,1,0,0,1,61,BANIYAS,STEAM_v2.2.0_Riyadh_South,BANI YAS,0
1272,ADM,NMP,2,8,7,13,Baniyas,411,2259,792,674,0,2259,0,177472,140,146,0,0,0,10268,319,3525,0,100,0,100,0,100,0,1315,0,770,545,2,1,0,5,1,1,1,260582,2689518,34,2,40,40,20,0,0,0,0,0,0,1,0,0,1,61,BANIYAS,0,BANI YAS,0
1273,ADM,NMP,2,2,4,13,Baniyas,1152,6325,2218,1886,0,6325,0,120290,7103,1592,0,0,0,60454,6481,3462,0,18,82,100,0,100,0,4650,0,2004,2646,2,1,0,5,1,1,1,260050,2688896,34,2,40,40,20,0,0,0,0,0,0,1,0,0,1,61,BANIYAS,0,BANI YAS,0
1274,ADM,NMP,2,7,7,13,Baniyas,511,2807,985,837,0,2807,0,187195,34,0,0,0,0,19627,0,0,0,100,0,100,0,100,0,403,0,221,182,2,1,0,5,1,1,1,261524,2688698,34,2,40,40,20,0,0,0,0,0,0,1,0,0,1,61,BANIYAS,0,BANI YAS,0
1275,ADM,NMP,2,4,4,13,Baniyas,905,4972,1744,1483,0,4972,0,246977,7201,8664,0,0,0,96875,23298,11442,0,100,0,100,0,100,0,3059,0,1396,1663,2,1,0,5,1,1,1,260989,2688087,34,2,40,40,20,0,0,0,0,0,0,1,0,0,1,61,BANIYAS,0,BANI YAS,0
1276,ADM,NMP,2,3,7,13,Baniyas,404,2220,779,662,0,2220,0,62752,274,263,0,0,0,0,0,483,0,100,0,100,0,100,0,324,0,72,252,2,1,0,5,1,1,1,259358,2689501,34,2,40,40,20,0,0,0,0,0,0,1,0,0,1,61,BANIYAS,0,BANI YAS,0
1277,ADM,NMP,2,8,7,13,Baniyas,383,2106,739,628,0,2106,0,170338,355,6757,2418,23860,0,11513,0,0,0,100,0,100,0,100,0,933,0,388,545,2,1,0,5,1,1,1,259555,2688321,34,2,40,40,20,0,0,0,0,0,0,1,0,0,1,61,BANIYAS,0,BANI YAS,0
1278,ADM,NMP,2,8,7,13,Baniyas,484,2659,933,793,0,2659,0,100011,144,5843,0,0,0,0,8918,3079,0,100,0,100,0,100,0,95,0,24,71,2,1,0,5,1,1,1,261543,2689611,34,2,40,40,20,0,0,0,0,0,0,1,0,0,1,61,BANIYAS,0,BANI YAS,0
1279,ADM,NMP,2,9,7,13,Baniyas,189,1040,365,310,0,1040,0,71396,0,0,0,0,0,0,1208,70,0,100,0,0,100,100,0,0,0,0,0,2,1,0,5,1,1,1,260203,2690624,34,2,40,40,20,0,0,0,0,0,0,1,0,0,1,61,BANIYAS,0,BANI YAS,0
1280,ADM,NMP,2,1,7,13,Baniyas,938,5154,1808,1537,0,5154,0,200313,1435,33892,0,0,0,19599,0,1435,0,100,0,100,0,100,0,337,0,136,201,2,1,0,5,1,1,1,260455,2687451,34,2,40,40,20,0,0,0,0,0,0,1,0,0,1,61,BANIYAS,0,BANI YAS,0
1281,ADM,NMP,2,5,7,13,Baniyas,955,5245,1840,1564,0,5245,0,203327,63,0,0,0,0,40683,278,0,0,100,0,100,0,100,0,906,0,769,137,2,1,0,5,1,1,2,262070,2690207,34,2,40,40,20,0,0,0,0,0,0,1,0,0,1,61,BANIYAS,0,BANI YAS,0
1282,ADM,NMP,2,8,7,13,Baniyas,166,914,321,273,0,914,0,78886,0,0,0,0,0,0,192,0,0,100,0,100,0,100,0,43,0,11,32,2,1,0,5,1,1,0,260558,2691125,34,2,40,40,20,0,0,0,0,0,0,1,0,0,1,61,BANIYAS,0,BANI YAS,0
1283,ADM,NMP,2,2,7,13,Baniyas,574,3154,1106,941,0,3154,0,130853,3609,8026,0,0,0,12638,291,767,0,100,0,100,0,100,0,880,0,466,414,2,1,0,5,1,1,1,258579,2689173,34,2,40,40,20,0,0,0,0,0,0,1,0,0,1,61,BANIYAS,0,BANI YAS,0
1284,ADM,NMP,2,2,7,13,Baniyas,184,1013,355,302,0,1013,0,21025,233,0,0,0,0,0,163,382,0,100,0,100,0,100,0,26,0,11,15,2,1,0,5,1,1,0,258532,2689860,34,2,40,40,20,0,0,0,0,0,0,1,0,0,1,61,BANIYAS,0,BANI YAS,0
1285,ADM,NMP,2,2,7,13,Baniyas,753,4134,1450,1233,0,4134,0,67791,719,993,0,0,0,10369,2710,910,0,45,55,100,0,100,0,478,0,410,68,2,1,0,5,1,1,1,259558,2691179,34,2,40,40,20,0,0,0,0,0,0,1,0,0,1,61,BANIYAS,0,BANI YAS,0
1286,ADM,NMP,2,5,7,13,Baniyas,153,840,295,250,0,840,0,41214,59,448,0,0,0,14449,111,566,0,100,0,100,0,100,0,173,0,154,19,2,1,0,5,1,1,0,260867,2691473,34,2,40,40,20,0,0,0,0,0,0,1,0,0,1,61,BANIYAS,0,BANI YAS,0
1287,ADM,NMP,2,3,4,13,Baniyas,566,3385,905,1040,0,3385,0,268372,5801,0,0,0,0,34103,41833,36955,0,100,0,0,100,100,0,3423,0,1193,2230,2,1,0,5,1,1,1,262055,2687194,34,2,40,40,20,0,0,0,0,0,0,1,0,0,1,61,BANIYAS,STEAM_v2.2.0_AlWathba,BANI YAS,0
